Line Start,Line End,Rhyme Type,Words
883,884,M,juwise / wise
885,886,M,slayn / agayn
887,888,F,conclusioun / confessioun
889,890,M,recorde / corde
891,892,M,rede / wommanhede
893,894,M,emelye / compaignye
895,896,M,alle / falle
897,898,F,estaat / debaat
899,900,M,soore / moore
901,902,M,alle / falle
903,904,M,stood / mood
905,906,M,herte / sterte
907,908,M,clause / cause
909,910,F,accused / excused
911,912,M,man / kan
913,914,E,prisoun / compassioun
915,916,M,oon / anon
917,918,M,fy / mercy
919,920,M,dede / drede
921,922,M,man / bigan
923,924,F,discrecioun / divisioun
925,926,M,oon / agoon
927,928,M,lighte / highte
929,930,M,benedicite / he
931,932,F,obstacles / myracles
933,934,M,gyse / divyse
935,936,M,palamoun / prisoun
937,938,M,roially / enemy
939,940,M,also / two
941,942,M,dye / folye
943,944,M,love / above
945,946,M,arrayed / ypayed
947,948,M,servyse / wyse
949,950,M,bifalle / alle
951,952,M,jolitee / me
953,954,M,fare / hare
955,956,M,coold / oold
957,958,M,agon / oon
959,960,M,peyne / distreyne
961,962,M,laas / trespaas
963,964,M,heere / deere
965,966,M,swere / dere
967,968,M,day / may
969,970,M,deel / weel
971,972,M,preyde / seyde
973,974,F,richesse / princesse
975,976,F,doutelees / nathelees
977,978,M,emelye / jalousye
979,980,M,two / everemo
981,982,M,lief / leef
983,984,M,bothe / wrothe
985,986,M,degree / destynee
987,988,M,wyse / devyse
989,990,F,conclusioun / repplicacioun
991,992,M,beste / leste
993,994,M,daunger / ner
995,996,M,knyghtes / rightes
997,998,M,bataille / faille
999,1000,M,knyght / myght
1001,1002,M,thow / now
1003,1004,M,dryve / wyve
1005,1006,M,grace / place
1007,1008,M,rewe / trewe
1009,1010,F,maken / taken
1011,1012,M,ysayd / apayd
1013,1014,E,conclusioun / palamoun
1015,1016,M,arcite / endite
1017,1018,M,place / grace
1019,1020,M,wight / myght
1021,1022,M,sithe / blithe
1023,1024,M,ride / wyde
1025,1026,M,pars / tercia
1027,1028,F,necligence / dispence
1029,1030,M,bisily / roially
1031,1032,M,was / nas
1033,1034,M,aboute / withoute
1035,1036,M,compas / pas
1037,1038,M,degree / see
1039,1040,M,whit / opposit
1041,1042,M,place / space
1043,1044,M,man / kan
1045,1046,F,ymages / wages
1047,1048,M,devyse / sacrifise
1049,1050,M,above / love
1051,1052,F,oratorie / memorie
1053,1054,F,another / fother
1055,1056,M,wal / coral
1057,1058,M,see / chastitee
1059,1060,M,wyse / devyse
1061,1062,F,portreitures / figures
1063,1064,M,thre / se
1065,1066,M,biholde / colde
1067,1068,M,waymentynge / desirynge
1069,1070,F,enduren / assuren
1071,1072,M,foolhardynesse / richesse
1073,1074,M,flaterye / jalousye
1075,1076,M,gerland / hand
1077,1078,F,daunces / circumstaunces
1079,1080,M,shal / wal
1081,1082,E,mencioun / citheroun
1083,1084,M,dwellynge / portreyynge
1085,1086,F,lustynesse / ydelnesse
1087,1088,M,agon / salomon
1089,1090,M,ercules / circes
1091,1092,M,corage / servage
1093,1094,M,richesse / hardynesse
1095,1096,M,champartie / gye
1097,1098,M,las / allas
1099,1100,M,two / mo
1101,1102,M,se / see
1103,1104,M,was / glas
1105,1106,M,she / se
1107,1108,F,smellynge / flikerynge
1109,1110,M,cupido / two
1111,1112,M,seene / kene
1113,1114,M,al / wal
1115,1116,M,rede / brede
1117,1118,M,place / trace
1119,1120,F,regioun / mansioun
1121,1122,M,forest / best
1123,1124,M,olde / biholde
1125,1126,M,swough / bough
1127,1128,M,bente / armypotente
1129,1130,M,entree / see
